state,series_id,year,month,avg_weekly_earnings,date
New York,SMU36000000500000011,2024,7,1232.95,2024-07-01
New York,SMU36000000500000011,2024,8,1236.23,2024-08-01
New York,SMU36000000500000011,2024,9,1269.72,2024-09-01
New York,SMU36000000500000011,2024,10,1246.2,2024-10-01
New York,SMU36000000500000011,2024,11,1243.25,2024-11-01
New York,SMU36000000500000011,2024,12,1274.46,2024-12-01
New York,SMU36000000500000011,2025,1,1240.92,2025-01-01
New York,SMU36000000500000011,2025,2,1266.47,2025-02-01
New York,SMU36000000500000011,2025,3,1263.13,2025-03-01
New York,SMU36000000500000011,2025,4,1261.62,2025-04-01
New York,SMU36000000500000011,2025,5,1268.43,2025-05-01
New York,SMU36000000500000011,2025,6,1296.53,2025-06-01
New York,SMU36000000500000011,2025,7,1273.3,2025-07-01
New York,SMU36000000500000011,2025,8,1282.44,2025-08-01
New York,SMU36000000500000011,2025,9,1290.35,2025-09-01
New York,SMU36000000500000011,2025,10,1294.62,2025-10-01
New York,SMU36000000500000011,2025,11,1323.01,2025-11-01
New York,SMU36000000500000011,2025,12,1299.54,2025-12-01
North Carolina,SMU37000000500000011,2022,1,1019.84,2022-01-01
North Carolina,SMU37000000500000011,2022,2,1020.87,2022-02-01
North Carolina,SMU37000000500000011,2022,3,1023.12,2022-03-01
North Carolina,SMU37000000500000011,2022,4,1011.54,2022-04-01
North Carolina,SMU37000000500000011,2022,5,1025.2,2022-05-01
North Carolina,SMU37000000500000011,2022,6,1007.92,2022-06-01
North Carolina,SMU37000000500000011,2022,7,1027.63,2022-07-01
North Carolina,SMU37000000500000011,2022,8,1033.18,2022-08-01
North Carolina,SMU37000000500000011,2022,9,1033.52,2022-09-01
North Carolina,SMU37000000500000011,2022,10,1062.6,2022-10-01
North Carolina,SMU37000000500000011,2022,11,1036.66,2022-11-01
North Carolina,SMU37000000500000011,2022,12,1044.14,2022-12-01
North Carolina,SMU37000000500000011,2023,1,1067.07,2023-01-01
North Carolina,SMU37000000500000011,2023,2,1062.59,2023-02-01
North Carolina,SMU37000000500000011,2023,3,1050.28,2023-03-01
North Carolina,SMU37000000500000011,2023,4,1071.88,2023-04-01
North Carolina,SMU37000000500000011,2023,5,1043.46,2023-05-01
North Carolina,SMU37000000500000011,2023,6,1037.34,2023-06-01
North Carolina,SMU37000000500000011,2023,7,1072.17,2023-07-01
North Carolina,SMU37000000500000011,2023,8,1066.92,2023-08-01
North Carolina,SMU37000000500000011,2023,9,1066.73,2023-09-01
North Carolina,SMU37000000500000011,2023,10,1088.24,2023-10-01
North Carolina,SMU37000000500000011,2023,11,1067.51,2023-11-01
North Carolina,SMU37000000500000011,2023,12,1082.09,2023-12-01
North Carolina,SMU37000000500000011,2024,1,1062.51,2024-01-01
North Carolina,SMU37000000500000011,2024,2,1076.04,2024-02-01
North Carolina,SMU37000000500000011,2024,3,1082.9,2024-03-01
North Carolina,SMU37000000500000011,2024,4,1091.4,2024-04-01
North Carolina,SMU37000000500000011,2024,5,1089.71,2024-05-01
North Carolina,SMU37000000500000011,2024,6,1121.39,2024-06-01
North Carolina,SMU37000000500000011,2024,7,1092.42,2024-07-01
North Carolina,SMU37000000500000011,2024,8,1102.77,2024-08-01
North Carolina,SMU37000000500000011,2024,9,1136.02,2024-09-01
North Carolina,SMU37000000500000011,2024,10,1122.09,2024-10-01
North Carolina,SMU37000000500000011,2024,11,1112.36,2024-11-01
North Carolina,SMU37000000500000011,2024,12,1131.52,2024-12-01
North Carolina,SMU37000000500000011,2025,1,1098.53,2025-01-01
North Carolina,SMU37000000500000011,2025,2,1137.03,2025-02-01
North Carolina,SMU37000000500000011,2025,3,1148.78,2025-03-01
North Carolina,SMU37000000500000011,2025,4,1134.34,2025-04-01
North Carolina,SMU37000000500000011,2025,5,1130.97,2025-05-01
North Carolina,SMU37000000500000011,2025,6,1158.65,2025-06-01
North Carolina,SMU37000000500000011,2025,7,1146.16,2025-07-01
North Carolina,SMU37000000500000011,2025,8,1160.76,2025-08-01
North Carolina,SMU37000000500000011,2025,9,1157.69,2025-09-01
North Carolina,SMU37000000500000011,2025,10,1163.45,2025-10-01
North Carolina,SMU37000000500000011,2025,11,1191.27,2025-11-01
North Carolina,SMU37000000500000011,2025,12,1172.6,2025-12-01
North Dakota,SMU38000000500000011,2022,1,1023.68,2022-01-01
North Dakota,SMU38000000500000011,2022,2,1012.31,2022-02-01
North Dakota,SMU38000000500000011,2022,3,1020.68,2022-03-01
North Dakota,SMU38000000500000011,2022,4,1025.1,2022-04-01
North Dakota,SMU38000000500000011,2022,5,1079.2,2022-05-01
North Dakota,SMU38000000500000011,2022,6,1092.73,2022-06-01
North Dakota,SMU38000000500000011,2022,7,1102.13,2022-07-01
North Dakota,SMU38000000500000011,2022,8,1102.65,2022-08-01
North Dakota,SMU38000000500000011,2022,9,1114.35,2022-09-01
North Dakota,SMU38000000500000011,2022,10,1136.95,2022-10-01
North Dakota,SMU38000000500000011,2022,11,1093.48,2022-11-01
North Dakota,SMU38000000500000011,2022,12,1087.41,2022-12-01
North Dakota,SMU38000000500000011,2023,1,1123.0,2023-01-01
North Dakota,SMU38000000500000011,2023,2,1099.14,2023-02-01
North Dakota,SMU38000000500000011,2023,3,1091.77,2023-03-01
North Dakota,SMU38000000500000011,2023,4,1140.57,2023-04-01
North Dakota,SMU38000000500000011,2023,5,1142.63,2023-05-01
North Dakota,SMU38000000500000011,2023,6,1172.14,2023-06-01
North Dakota,SMU38000000500000011,2023,7,1163.76,2023-07-01
North Dakota,SMU38000000500000011,2023,8,1175.4,2023-08-01
North Dakota,SMU38000000500000011,2023,9,1189.17,2023-09-01
North Dakota,SMU38000000500000011,2023,10,1198.44,2023-10-01
North Dakota,SMU38000000500000011,2023,11,1164.62,2023-11-01
North Dakota,SMU38000000500000011,2023,12,1164.29,2023-12-01
North Dakota,SMU38000000500000011,2024,1,1140.02,2024-01-01
North Dakota,SMU38000000500000011,2024,2,1155.22,2024-02-01
North Dakota,SMU38000000500000011,2024,3,1172.59,2024-03-01
North Dakota,SMU38000000500000011,2024,4,1177.44,2024-04-01
North Dakota,SMU38000000500000011,2024,5,1196.55,2024-05-01
North Dakota,SMU38000000500000011,2024,6,1226.21,2024-06-01
North Dakota,SMU38000000500000011,2024,7,1206.82,2024-07-01
North Dakota,SMU38000000500000011,2024,8,1201.68,2024-08-01
North Dakota,SMU38000000500000011,2024,9,1229.58,2024-09-01
North Dakota,SMU38000000500000011,2024,10,1216.1,2024-10-01
North Dakota,SMU38000000500000011,2024,11,1194.28,2024-11-01
North Dakota,SMU38000000500000011,2024,12,1191.62,2024-12-01
North Dakota,SMU38000000500000011,2025,1,1167.93,2025-01-01
North Dakota,SMU38000000500000011,2025,2,1166.9,2025-02-01
North Dakota,SMU38000000500000011,2025,3,1187.78,2025-03-01
North Dakota,SMU38000000500000011,2025,4,1196.02,2025-04-01
North Dakota,SMU38000000500000011,2025,5,1190.7,2025-05-01
North Dakota,SMU38000000500000011,2025,6,1237.1,2025-06-01
North Dakota,SMU38000000500000011,2025,7,1219.18,2025-07-01
North Dakota,SMU38000000500000011,2025,8,1249.56,2025-08-01
North Dakota,SMU38000000500000011,2025,9,1254.22,2025-09-01
North Dakota,SMU38000000500000011,2025,10,1256.35,2025-10-01
North Dakota,SMU38000000500000011,2025,11,1270.92,2025-11-01
North Dakota,SMU38000000500000011,2025,12,1238.9,2025-12-01
Ohio,SMU39000000500000011,2022,1,996.22,2022-01-01
Ohio,SMU39000000500000011,2022,2,995.04,2022-02-01
Ohio,SMU39000000500000011,2022,3,986.79,2022-03-01
Ohio,SMU39000000500000011,2022,4,989.56,2022-04-01
Ohio,SMU39000000500000011,2022,5,1003.52,2022-05-01
Ohio,SMU39000000500000011,2022,6,996.36,2022-06-01
Ohio,SMU39000000500000011,2022,7,996.57,2022-07-01
Ohio,SMU39000000500000011,2022,8,1002.07,2022-08-01
Ohio,SMU39000000500000011,2022,9,1015.06,2022-09-01
Ohio,SMU39000000500000011,2022,10,1035.78,2022-10-01
Ohio,SMU39000000500000011,2022,11,1018.23,2022-11-01
Ohio,SMU39000000500000011,2022,12,1027.14,2022-12-01
Ohio,SMU39000000500000011,2023,1,1050.6,2023-01-01
Ohio,SMU39000000500000011,2023,2,1039.38,2023-02-01
Ohio,SMU39000000500000011,2023,3,1030.56,2023-03-01
Ohio,SMU39000000500000011,2023,4,1055.74,2023-04-01
Ohio,SMU39000000500000011,2023,5,1028.2,2023-05-01
Ohio,SMU39000000500000011,2023,6,1031.18,2023-06-01
Ohio,SMU39000000500000011,2023,7,1058.16,2023-07-01
Ohio,SMU39000000500000011,2023,8,1043.46,2023-08-01
Ohio,SMU39000000500000011,2023,9,1055.36,2023-09-01
Ohio,SMU39000000500000011,2023,10,1075.71,2023-10-01
Ohio,SMU39000000500000011,2023,11,1067.09,2023-11-01
Ohio,SMU39000000500000011,2023,12,1075.34,2023-12-01
Ohio,SMU39000000500000011,2024,1,1059.97,2024-01-01
Ohio,SMU39000000500000011,2024,2,1065.28,2024-02-01
Ohio,SMU39000000500000011,2024,3,1076.2,2024-03-01
Ohio,SMU39000000500000011,2024,4,1073.49,2024-04-01
Ohio,SMU39000000500000011,2024,5,1070.9,2024-05-01
Ohio,SMU39000000500000011,2024,6,1083.88,2024-06-01
Ohio,SMU39000000500000011,2024,7,1076.44,2024-07-01
Ohio,SMU39000000500000011,2024,8,1084.94,2024-08-01
Ohio,SMU39000000500000011,2024,9,1118.49,2024-09-01
Ohio,SMU39000000500000011,2024,10,1103.48,2024-10-01
Ohio,SMU39000000500000011,2024,11,1114.05,2024-11-01
Ohio,SMU39000000500000011,2024,12,1132.1,2024-12-01
Ohio,SMU39000000500000011,2025,1,1112.44,2025-01-01
Ohio,SMU39000000500000011,2025,2,1137.73,2025-02-01
Ohio,SMU39000000500000011,2025,3,1145.75,2025-03-01
Ohio,SMU39000000500000011,2025,4,1140.82,2025-04-01
Ohio,SMU39000000500000011,2025,5,1127.57,2025-05-01
Ohio,SMU39000000500000011,2025,6,1137.61,2025-06-01
Ohio,SMU39000000500000011,2025,7,1129.73,2025-07-01
Ohio,SMU39000000500000011,2025,8,1129.28,2025-08-01
Ohio,SMU39000000500000011,2025,9,1133.96,2025-09-01
Ohio,SMU39000000500000011,2025,10,1136.36,2025-10-01
Ohio,SMU39000000500000011,2025,11,1160.72,2025-11-01
Ohio,SMU39000000500000011,2025,12,1135.19,2025-12-01
Oklahoma,SMU40000000500000011,2022,1,934.62,2022-01-01
Oklahoma,SMU40000000500000011,2022,2,926.8,2022-02-01
Oklahoma,SMU40000000500000011,2022,3,911.41,2022-03-01
Oklahoma,SMU40000000500000011,2022,4,921.9,2022-04-01
Oklahoma,SMU40000000500000011,2022,5,936.16,2022-05-01
Oklahoma,SMU40000000500000011,2022,6,923.24,2022-06-01
Oklahoma,SMU40000000500000011,2022,7,932.64,2022-07-01
Oklahoma,SMU40000000500000011,2022,8,939.16,2022-08-01
Oklahoma,SMU40000000500000011,2022,9,959.75,2022-09-01
Oklahoma,SMU40000000500000011,2022,10,981.22,2022-10-01
Oklahoma,SMU40000000500000011,2022,11,969.11,2022-11-01
Oklahoma,SMU40000000500000011,2022,12,973.25,2022-12-01
Oklahoma,SMU40000000500000011,2023,1,1003.9,2023-01-01
Oklahoma,SMU40000000500000011,2023,2,984.37,2023-02-01
Oklahoma,SMU40000000500000011,2023,3,977.45,2023-03-01
Oklahoma,SMU40000000500000011,2023,4,1015.09,2023-04-01
Oklahoma,SMU40000000500000011,2023,5,990.5,2023-05-01
Oklahoma,SMU40000000500000011,2023,6,998.41,2023-06-01
Oklahoma,SMU40000000500000011,2023,7,1019.55,2023-07-01
Oklahoma,SMU40000000500000011,2023,8,1011.29,2023-08-01
Oklahoma,SMU40000000500000011,2023,9,1021.65,2023-09-01
Oklahoma,SMU40000000500000011,2023,10,1033.7,2023-10-01
Oklahoma,SMU40000000500000011,2023,11,1025.9,2023-11-01
Oklahoma,SMU40000000500000011,2023,12,1030.95,2023-12-01
Oklahoma,SMU40000000500000011,2024,1,1021.41,2024-01-01
Oklahoma,SMU40000000500000011,2024,2,1037.42,2024-02-01
Oklahoma,SMU40000000500000011,2024,3,1033.62,2024-03-01
Oklahoma,SMU40000000500000011,2024,4,1039.27,2024-04-01
Oklahoma,SMU40000000500000011,2024,5,1030.59,2024-05-01
Oklahoma,SMU40000000500000011,2024,6,1061.81,2024-06-01
Oklahoma,SMU40000000500000011,2024,7,1040.31,2024-07-01
Oklahoma,SMU40000000500000011,2024,8,1045.95,2024-08-01
Oklahoma,SMU40000000500000011,2024,9,1084.38,2024-09-01
Oklahoma,SMU40000000500000011,2024,10,1069.38,2024-10-01
Oklahoma,SMU40000000500000011,2024,11,1082.75,2024-11-01
Oklahoma,SMU40000000500000011,2024,12,1104.84,2024-12-01
Oklahoma,SMU40000000500000011,2025,1,1053.02,2025-01-01
Oklahoma,SMU40000000500000011,2025,2,1084.69,2025-02-01
Oklahoma,SMU40000000500000011,2025,3,1097.27,2025-03-01
Oklahoma,SMU40000000500000011,2025,4,1090.06,2025-04-01
Oklahoma,SMU40000000500000011,2025,5,1074.15,2025-05-01
Oklahoma,SMU40000000500000011,2025,6,1097.42,2025-06-01
Oklahoma,SMU40000000500000011,2025,7,1072.19,2025-07-01
Oklahoma,SMU40000000500000011,2025,8,1101.29,2025-08-01
Oklahoma,SMU40000000500000011,2025,9,1098.11,2025-09-01
Oklahoma,SMU40000000500000011,2025,10,1099.65,2025-10-01
Oklahoma,SMU40000000500000011,2025,11,1127.13,2025-11-01
Oklahoma,SMU40000000500000011,2025,12,1087.14,2025-12-01
Oregon,SMU41000000500000011,2022,1,1089.45,2022-01-01
Oregon,SMU41000000500000011,2022,2,1071.53,2022-02-01
Oregon,SMU41000000500000011,2022,3,1068.62,2022-03-01
Oregon,SMU41000000500000011,2022,4,1087.45,2022-04-01
Oregon,SMU41000000500000011,2022,5,1107.89,2022-05-01
Oregon,SMU41000000500000011,2022,6,1086.16,2022-06-01
Oregon,SMU41000000500000011,2022,7,1102.56,2022-07-01
Oregon,SMU41000000500000011,2022,8,1101.32,2022-08-01
Oregon,SMU41000000500000011,2022,9,1108.46,2022-09-01
Oregon,SMU41000000500000011,2022,10,1140.13,2022-10-01
Oregon,SMU41000000500000011,2022,11,1125.58,2022-11-01
Oregon,SMU41000000500000011,2022,12,1129.04,2022-12-01
Oregon,SMU41000000500000011,2023,1,1163.79,2023-01-01
Oregon,SMU41000000500000011,2023,2,1137.27,2023-02-01
Oregon,SMU41000000500000011,2023,3,1130.46,2023-03-01
Oregon,SMU41000000500000011,2023,4,1168.27,2023-04-01
Oregon,SMU41000000500000011,2023,5,1135.27,2023-05-01
Oregon,SMU41000000500000011,2023,6,1128.54,2023-06-01
Oregon,SMU41000000500000011,2023,7,1177.13,2023-07-01
Oregon,SMU41000000500000011,2023,8,1154.63,2023-08-01
Oregon,SMU41000000500000011,2023,9,1164.75,2023-09-01
Oregon,SMU41000000500000011,2023,10,1187.12,2023-10-01
Oregon,SMU41000000500000011,2023,11,1162.9,2023-11-01
Oregon,SMU41000000500000011,2023,12,1176.8,2023-12-01
Oregon,SMU41000000500000011,2024,1,1156.68,2024-01-01
Oregon,SMU41000000500000011,2024,2,1190.96,2024-02-01
Oregon,SMU41000000500000011,2024,3,1180.54,2024-03-01
Oregon,SMU41000000500000011,2024,4,1198.55,2024-04-01
Oregon,SMU41000000500000011,2024,5,1195.34,2024-05-01
Oregon,SMU41000000500000011,2024,6,1236.36,2024-06-01
Oregon,SMU41000000500000011,2024,7,1215.56,2024-07-01
Oregon,SMU41000000500000011,2024,8,1225.49,2024-08-01
Oregon,SMU41000000500000011,2024,9,1273.3,2024-09-01
Oregon,SMU41000000500000011,2024,10,1233.96,2024-10-01
Oregon,SMU41000000500000011,2024,11,1226.94,2024-11-01
Oregon,SMU41000000500000011,2024,12,1263.94,2024-12-01
Oregon,SMU41000000500000011,2025,1,1227.44,2025-01-01
Oregon,SMU41000000500000011,2025,2,1241.18,2025-02-01
Oregon,SMU41000000500000011,2025,3,1245.33,2025-03-01
Oregon,SMU41000000500000011,2025,4,1224.44,2025-04-01
Oregon,SMU41000000500000011,2025,5,1216.78,2025-05-01
Oregon,SMU41000000500000011,2025,6,1261.36,2025-06-01
Oregon,SMU41000000500000011,2025,7,1231.65,2025-07-01
Oregon,SMU41000000500000011,2025,8,1242.48,2025-08-01
Oregon,SMU41000000500000011,2025,9,1247.75,2025-09-01
Oregon,SMU41000000500000011,2025,10,1248.86,2025-10-01
Oregon,SMU41000000500000011,2025,11,1287.86,2025-11-01
Oregon,SMU41000000500000011,2025,12,1264.68,2025-12-01
Pennsylvania,SMU42000000500000011,2022,1,1007.24,2022-01-01
Pennsylvania,SMU42000000500000011,2022,2,990.42,2022-02-01
Pennsylvania,SMU42000000500000011,2022,3,993.95,2022-03-01
Pennsylvania,SMU42000000500000011,2022,4,997.0,2022-04-01
Pennsylvania,SMU42000000500000011,2022,5,1017.11,2022-05-01
Pennsylvania,SMU42000000500000011,2022,6,1005.61,2022-06-01
Pennsylvania,SMU42000000500000011,2022,7,1021.55,2022-07-01
Pennsylvania,SMU42000000500000011,2022,8,1023.0,2022-08-01
Pennsylvania,SMU42000000500000011,2022,9,1029.82,2022-09-01
Pennsylvania,SMU42000000500000011,2022,10,1046.1,2022-10-01
Pennsylvania,SMU42000000500000011,2022,11,1040.39,2022-11-01
Pennsylvania,SMU42000000500000011,2022,12,1043.8,2022-12-01
Pennsylvania,SMU42000000500000011,2023,1,1059.53,2023-01-01
Pennsylvania,SMU42000000500000011,2023,2,1042.43,2023-02-01
Pennsylvania,SMU42000000500000011,2023,3,1043.46,2023-03-01
Pennsylvania,SMU42000000500000011,2023,4,1061.24,2023-04-01
Pennsylvania,SMU42000000500000011,2023,5,1044.14,2023-05-01
Pennsylvania,SMU42000000500000011,2023,6,1041.41,2023-06-01
Pennsylvania,SMU42000000500000011,2023,7,1055.4,2023-07-01
Pennsylvania,SMU42000000500000011,2023,8,1040.05,2023-08-01
Pennsylvania,SMU42000000500000011,2023,9,1055.02,2023-09-01
Pennsylvania,SMU42000000500000011,2023,10,1065.33,2023-10-01
Pennsylvania,SMU42000000500000011,2023,11,1055.02,2023-11-01
Pennsylvania,SMU42000000500000011,2023,12,1066.24,2023-12-01
Pennsylvania,SMU42000000500000011,2024,1,1061.76,2024-01-01
Pennsylvania,SMU42000000500000011,2024,2,1063.35,2024-02-01
Pennsylvania,SMU42000000500000011,2024,3,1071.08,2024-03-01
Pennsylvania,SMU42000000500000011,2024,4,1078.92,2024-04-01
Pennsylvania,SMU42000000500000011,2024,5,1078.24,2024-05-01
Pennsylvania,SMU42000000500000011,2024,6,1085.17,2024-06-01
Pennsylvania,SMU42000000500000011,2024,7,1076.44,2024-07-01
Pennsylvania,SMU42000000500000011,2024,8,1084.72,2024-08-01
Pennsylvania,SMU42000000500000011,2024,9,1101.03,2024-09-01
Pennsylvania,SMU42000000500000011,2024,10,1094.4,2024-10-01
Pennsylvania,SMU42000000500000011,2024,11,1097.48,2024-11-01
Pennsylvania,SMU42000000500000011,2024,12,1107.2,2024-12-01
Pennsylvania,SMU42000000500000011,2025,1,1095.46,2025-01-01
Pennsylvania,SMU42000000500000011,2025,2,1105.68,2025-02-01
Pennsylvania,SMU42000000500000011,2025,3,1117.15,2025-03-01
Pennsylvania,SMU42000000500000011,2025,4,1116.81,2025-04-01
Pennsylvania,SMU42000000500000011,2025,5,1110.82,2025-05-01
Pennsylvania,SMU42000000500000011,2025,6,1117.31,2025-06-01
Pennsylvania,SMU42000000500000011,2025,7,1118.69,2025-07-01
Pennsylvania,SMU42000000500000011,2025,8,1120.41,2025-08-01
Pennsylvania,SMU42000000500000011,2025,9,1136.61,2025-09-01
Pennsylvania,SMU42000000500000011,2025,10,1138.85,2025-10-01
Pennsylvania,SMU42000000500000011,2025,11,1155.51,2025-11-01
Pennsylvania,SMU42000000500000011,2025,12,1151.96,2025-12-01
Rhode Island,SMU44000000500000011,2022,1,1056.5,2022-01-01
Rhode Island,SMU44000000500000011,2022,2,1043.69,2022-02-01
Rhode Island,SMU44000000500000011,2022,3,1036.16,2022-03-01
Rhode Island,SMU44000000500000011,2022,4,1061.28,2022-04-01
Rhode Island,SMU44000000500000011,2022,5,1048.28,2022-05-01
Rhode Island,SMU44000000500000011,2022,6,1053.44,2022-06-01
Rhode Island,SMU44000000500000011,2022,7,1067.95,2022-07-01
Rhode Island,SMU44000000500000011,2022,8,1071.26,2022-08-01
Rhode Island,SMU44000000500000011,2022,9,1091.51,2022-09-01
Rhode Island,SMU44000000500000011,2022,10,1112.89,2022-10-01
Rhode Island,SMU44000000500000011,2022,11,1108.55,2022-11-01
Rhode Island,SMU44000000500000011,2022,12,1124.93,2022-12-01
Rhode Island,SMU44000000500000011,2023,1,1161.45,2023-01-01
Rhode Island,SMU44000000500000011,2023,2,1142.94,2023-02-01
Rhode Island,SMU44000000500000011,2023,3,1128.05,2023-03-01
Rhode Island,SMU44000000500000011,2023,4,1161.78,2023-04-01
Rhode Island,SMU44000000500000011,2023,5,1135.93,2023-05-01
Rhode Island,SMU44000000500000011,2023,6,1140.34,2023-06-01
Rhode Island,SMU44000000500000011,2023,7,1153.7,2023-07-01
Rhode Island,SMU44000000500000011,2023,8,1144.19,2023-08-01
Rhode Island,SMU44000000500000011,2023,9,1148.72,2023-09-01
Rhode Island,SMU44000000500000011,2023,10,1176.19,2023-10-01
Rhode Island,SMU44000000500000011,2023,11,1175.49,2023-11-01
Rhode Island,SMU44000000500000011,2023,12,1174.99,2023-12-01
Rhode Island,SMU44000000500000011,2024,1,1167.54,2024-01-01
Rhode Island,SMU44000000500000011,2024,2,1173.6,2024-02-01
Rhode Island,SMU44000000500000011,2024,3,1174.39,2024-03-01
Rhode Island,SMU44000000500000011,2024,4,1176.71,2024-04-01
Rhode Island,SMU44000000500000011,2024,5,1174.06,2024-05-01
Rhode Island,SMU44000000500000011,2024,6,1182.36,2024-06-01
Rhode Island,SMU44000000500000011,2024,7,1181.59,2024-07-01
Rhode Island,SMU44000000500000011,2024,8,1200.4,2024-08-01
Rhode Island,SMU44000000500000011,2024,9,1217.66,2024-09-01
Rhode Island,SMU44000000500000011,2024,10,1192.59,2024-10-01
Rhode Island,SMU44000000500000011,2024,11,1195.86,2024-11-01
Rhode Island,SMU44000000500000011,2024,12,1213.76,2024-12-01
Rhode Island,SMU44000000500000011,2025,1,1187.03,2025-01-01
Rhode Island,SMU44000000500000011,2025,2,1191.92,2025-02-01
Rhode Island,SMU44000000500000011,2025,3,1199.13,2025-03-01
Rhode Island,SMU44000000500000011,2025,4,1203.46,2025-04-01
Rhode Island,SMU44000000500000011,2025,5,1210.42,2025-05-01
Rhode Island,SMU44000000500000011,2025,6,1226.34,2025-06-01
Rhode Island,SMU44000000500000011,2025,7,1227.07,2025-07-01
Rhode Island,SMU44000000500000011,2025,8,1220.74,2025-08-01
Rhode Island,SMU44000000500000011,2025,9,1223.09,2025-09-01
Rhode Island,SMU44000000500000011,2025,10,1228.34,2025-10-01
Rhode Island,SMU44000000500000011,2025,11,1241.14,2025-11-01
Rhode Island,SMU44000000500000011,2025,12,1269.32,2025-12-01
South Carolina,SMU45000000500000011,2022,1,938.21,2022-01-01
South Carolina,SMU45000000500000011,2022,2,937.08,2022-02-01
South Carolina,SMU45000000500000011,2022,3,937.38,2022-03-01
South Carolina,SMU45000000500000011,2022,4,955.14,2022-04-01
South Carolina,SMU45000000500000011,2022,5,956.32,2022-05-01
South Carolina,SMU45000000500000011,2022,6,965.31,2022-06-01
South Carolina,SMU45000000500000011,2022,7,975.66,2022-07-01
South Carolina,SMU45000000500000011,2022,8,979.29,2022-08-01
South Carolina,SMU45000000500000011,2022,9,999.3,2022-09-01
South Carolina,SMU45000000500000011,2022,10,1019.66,2022-10-01
South Carolina,SMU45000000500000011,2022,11,995.1,2022-11-01
South Carolina,SMU45000000500000011,2022,12,998.32,2022-12-01
South Carolina,SMU45000000500000011,2023,1,1010.24,2023-01-01
South Carolina,SMU45000000500000011,2023,2,992.67,2023-02-01
South Carolina,SMU45000000500000011,2023,3,1007.06,2023-03-01
South Carolina,SMU45000000500000011,2023,4,1022.43,2023-04-01
South Carolina,SMU45000000500000011,2023,5,1008.08,2023-05-01
South Carolina,SMU45000000500000011,2023,6,1006.02,2023-06-01
South Carolina,SMU45000000500000011,2023,7,1017.34,2023-07-01
South Carolina,SMU45000000500000011,2023,8,1009.02,2023-08-01
South Carolina,SMU45000000500000011,2023,9,1020.95,2023-09-01
South Carolina,SMU45000000500000011,2023,10,1034.49,2023-10-01
South Carolina,SMU45000000500000011,2023,11,1035.96,2023-11-01
South Carolina,SMU45000000500000011,2023,12,1022.38,2023-12-01
South Carolina,SMU45000000500000011,2024,1,1012.71,2024-01-01
South Carolina,SMU45000000500000011,2024,2,1017.68,2024-02-01
South Carolina,SMU45000000500000011,2024,3,1022.42,2024-03-01
South Carolina,SMU45000000500000011,2024,4,1019.07,2024-04-01
South Carolina,SMU45000000500000011,2024,5,1024.48,2024-05-01
South Carolina,SMU45000000500000011,2024,6,1037.66,2024-06-01
South Carolina,SMU45000000500000011,2024,7,1022.46,2024-07-01
South Carolina,SMU45000000500000011,2024,8,1032.57,2024-08-01
South Carolina,SMU45000000500000011,2024,9,1057.0,2024-09-01
South Carolina,SMU45000000500000011,2024,10,1053.24,2024-10-01
South Carolina,SMU45000000500000011,2024,11,1064.78,2024-11-01
South Carolina,SMU45000000500000011,2024,12,1069.43,2024-12-01
South Carolina,SMU45000000500000011,2025,1,1051.31,2025-01-01
South Carolina,SMU45000000500000011,2025,2,1086.33,2025-02-01
South Carolina,SMU45000000500000011,2025,3,1088.68,2025-03-01
South Carolina,SMU45000000500000011,2025,4,1066.73,2025-04-01
South Carolina,SMU45000000500000011,2025,5,1060.88,2025-05-01
South Carolina,SMU45000000500000011,2025,6,1080.63,2025-06-01
South Carolina,SMU45000000500000011,2025,7,1079.23,2025-07-01
South Carolina,SMU45000000500000011,2025,8,1089.52,2025-08-01
South Carolina,SMU45000000500000011,2025,9,1106.95,2025-09-01
South Carolina,SMU45000000500000011,2025,10,1114.18,2025-10-01
South Carolina,SMU45000000500000011,2025,11,1155.41,2025-11-01
South Carolina,SMU45000000500000011,2025,12,1132.54,2025-12-01
South Dakota,SMU46000000500000011,2022,1,919.3,2022-01-01
South Dakota,SMU46000000500000011,2022,2,911.57,2022-02-01
South Dakota,SMU46000000500000011,2022,3,897.77,2022-03-01
South Dakota,SMU46000000500000011,2022,4,902.1,2022-04-01
South Dakota,SMU46000000500000011,2022,5,921.74,2022-05-01
South Dakota,SMU46000000500000011,2022,6,911.88,2022-06-01
South Dakota,SMU46000000500000011,2022,7,908.21,2022-07-01
South Dakota,SMU46000000500000011,2022,8,909.86,2022-08-01
South Dakota,SMU46000000500000011,2022,9,927.18,2022-09-01
South Dakota,SMU46000000500000011,2022,10,942.68,2022-10-01
South Dakota,SMU46000000500000011,2022,11,922.08,2022-11-01
South Dakota,SMU46000000500000011,2022,12,903.62,2022-12-01
South Dakota,SMU46000000500000011,2023,1,946.05,2023-01-01
South Dakota,SMU46000000500000011,2023,2,926.27,2023-02-01
South Dakota,SMU46000000500000011,2023,3,918.73,2023-03-01
South Dakota,SMU46000000500000011,2023,4,971.04,2023-04-01
South Dakota,SMU46000000500000011,2023,5,963.82,2023-05-01
South Dakota,SMU46000000500000011,2023,6,972.41,2023-06-01
South Dakota,SMU46000000500000011,2023,7,989.69,2023-07-01
South Dakota,SMU46000000500000011,2023,8,983.1,2023-08-01
South Dakota,SMU46000000500000011,2023,9,1006.23,2023-09-01
South Dakota,SMU46000000500000011,2023,10,1010.82,2023-10-01
