state,year,month,period,period_name,date,quits_level_thousands
Idaho,2022,12,M12,December,2022-12-01,35.0
Idaho,2023,1,M01,January,2023-01-01,27.0
Idaho,2023,2,M02,February,2023-02-01,20.0
Idaho,2023,3,M03,March,2023-03-01,22.0
Idaho,2023,4,M04,April,2023-04-01,26.0
Idaho,2023,5,M05,May,2023-05-01,27.0
Idaho,2023,6,M06,June,2023-06-01,22.0
Idaho,2023,7,M07,July,2023-07-01,28.0
Idaho,2023,8,M08,August,2023-08-01,41.0
Idaho,2023,9,M09,September,2023-09-01,38.0
Idaho,2023,10,M10,October,2023-10-01,24.0
Idaho,2023,11,M11,November,2023-11-01,22.0
Idaho,2023,12,M12,December,2023-12-01,17.0
Idaho,2024,1,M01,January,2024-01-01,25.0
Idaho,2024,2,M02,February,2024-02-01,19.0
Idaho,2024,3,M03,March,2024-03-01,20.0
Idaho,2024,4,M04,April,2024-04-01,20.0
Idaho,2024,5,M05,May,2024-05-01,24.0
Idaho,2024,6,M06,June,2024-06-01,22.0
Idaho,2024,7,M07,July,2024-07-01,25.0
Idaho,2024,8,M08,August,2024-08-01,32.0
Idaho,2024,9,M09,September,2024-09-01,26.0
Idaho,2024,10,M10,October,2024-10-01,22.0
Idaho,2024,11,M11,November,2024-11-01,20.0
Idaho,2024,12,M12,December,2024-12-01,21.0
Idaho,2025,1,M01,January,2025-01-01,26.0
Idaho,2025,2,M02,February,2025-02-01,17.0
Idaho,2025,3,M03,March,2025-03-01,19.0
Idaho,2025,4,M04,April,2025-04-01,21.0
Idaho,2025,5,M05,May,2025-05-01,22.0
Idaho,2025,6,M06,June,2025-06-01,20.0
Idaho,2025,7,M07,July,2025-07-01,36.0
Idaho,2025,8,M08,August,2025-08-01,28.0
Idaho,2025,9,M09,September,2025-09-01,26.0
Idaho,2025,10,M10,October,2025-10-01,19.0
Idaho,2025,11,M11,November,2025-11-01,18.0
Idaho,2025,12,M12,December,2025-12-01,21.0
Illinois,2022,1,M01,January,2022-01-01,149.0
Illinois,2022,2,M02,February,2022-02-01,137.0
Illinois,2022,3,M03,March,2022-03-01,138.0
Illinois,2022,4,M04,April,2022-04-01,166.0
Illinois,2022,5,M05,May,2022-05-01,139.0
Illinois,2022,6,M06,June,2022-06-01,145.0
Illinois,2022,7,M07,July,2022-07-01,145.0
Illinois,2022,8,M08,August,2022-08-01,175.0
Illinois,2022,9,M09,September,2022-09-01,184.0
Illinois,2022,10,M10,October,2022-10-01,149.0
Illinois,2022,11,M11,November,2022-11-01,119.0
Illinois,2022,12,M12,December,2022-12-01,128.0
Illinois,2023,1,M01,January,2023-01-01,132.0
Illinois,2023,2,M02,February,2023-02-01,110.0
Illinois,2023,3,M03,March,2023-03-01,123.0
Illinois,2023,4,M04,April,2023-04-01,132.0
Illinois,2023,5,M05,May,2023-05-01,123.0
Illinois,2023,6,M06,June,2023-06-01,150.0
Illinois,2023,7,M07,July,2023-07-01,126.0
Illinois,2023,8,M08,August,2023-08-01,155.0
Illinois,2023,9,M09,September,2023-09-01,131.0
Illinois,2023,10,M10,October,2023-10-01,147.0
Illinois,2023,11,M11,November,2023-11-01,119.0
Illinois,2023,12,M12,December,2023-12-01,118.0
Illinois,2024,1,M01,January,2024-01-01,112.0
Illinois,2024,2,M02,February,2024-02-01,98.0
Illinois,2024,3,M03,March,2024-03-01,120.0
Illinois,2024,4,M04,April,2024-04-01,127.0
Illinois,2024,5,M05,May,2024-05-01,132.0
Illinois,2024,6,M06,June,2024-06-01,142.0
Illinois,2024,7,M07,July,2024-07-01,106.0
Illinois,2024,8,M08,August,2024-08-01,168.0
Illinois,2024,9,M09,September,2024-09-01,100.0
Illinois,2024,10,M10,October,2024-10-01,129.0
Illinois,2024,11,M11,November,2024-11-01,85.0
Illinois,2024,12,M12,December,2024-12-01,78.0
Illinois,2025,1,M01,January,2025-01-01,114.0
Illinois,2025,2,M02,February,2025-02-01,97.0
Illinois,2025,3,M03,March,2025-03-01,130.0
Illinois,2025,4,M04,April,2025-04-01,113.0
Illinois,2025,5,M05,May,2025-05-01,129.0
Illinois,2025,6,M06,June,2025-06-01,120.0
Illinois,2025,7,M07,July,2025-07-01,122.0
Illinois,2025,8,M08,August,2025-08-01,172.0
Illinois,2025,9,M09,September,2025-09-01,109.0
Illinois,2025,10,M10,October,2025-10-01,107.0
Illinois,2025,11,M11,November,2025-11-01,105.0
Illinois,2025,12,M12,December,2025-12-01,115.0
Indiana,2022,1,M01,January,2022-01-01,100.0
Indiana,2022,2,M02,February,2022-02-01,82.0
Indiana,2022,3,M03,March,2022-03-01,94.0
Indiana,2022,4,M04,April,2022-04-01,134.0
Indiana,2022,5,M05,May,2022-05-01,96.0
Indiana,2022,6,M06,June,2022-06-01,90.0
Indiana,2022,7,M07,July,2022-07-01,105.0
Indiana,2022,8,M08,August,2022-08-01,109.0
Indiana,2022,9,M09,September,2022-09-01,86.0
Indiana,2022,10,M10,October,2022-10-01,85.0
Indiana,2022,11,M11,November,2022-11-01,86.0
Indiana,2022,12,M12,December,2022-12-01,81.0
Indiana,2023,1,M01,January,2023-01-01,87.0
Indiana,2023,2,M02,February,2023-02-01,69.0
Indiana,2023,3,M03,March,2023-03-01,76.0
Indiana,2023,4,M04,April,2023-04-01,94.0
Indiana,2023,5,M05,May,2023-05-01,94.0
Indiana,2023,6,M06,June,2023-06-01,95.0
Indiana,2023,7,M07,July,2023-07-01,100.0
Indiana,2023,8,M08,August,2023-08-01,104.0
Indiana,2023,9,M09,September,2023-09-01,78.0
Indiana,2023,10,M10,October,2023-10-01,85.0
Indiana,2023,11,M11,November,2023-11-01,73.0
Indiana,2023,12,M12,December,2023-12-01,57.0
Indiana,2024,1,M01,January,2024-01-01,74.0
Indiana,2024,2,M02,February,2024-02-01,72.0
Indiana,2024,3,M03,March,2024-03-01,64.0
Indiana,2024,4,M04,April,2024-04-01,86.0
Indiana,2024,5,M05,May,2024-05-01,77.0
Indiana,2024,6,M06,June,2024-06-01,80.0
Indiana,2024,7,M07,July,2024-07-01,77.0
Indiana,2024,8,M08,August,2024-08-01,89.0
Indiana,2024,9,M09,September,2024-09-01,92.0
Indiana,2024,10,M10,October,2024-10-01,103.0
Indiana,2024,11,M11,November,2024-11-01,73.0
Indiana,2024,12,M12,December,2024-12-01,53.0
Indiana,2025,1,M01,January,2025-01-01,76.0
Indiana,2025,2,M02,February,2025-02-01,72.0
Indiana,2025,3,M03,March,2025-03-01,84.0
Indiana,2025,4,M04,April,2025-04-01,89.0
Indiana,2025,5,M05,May,2025-05-01,97.0
Indiana,2025,6,M06,June,2025-06-01,100.0
Indiana,2025,7,M07,July,2025-07-01,90.0
Indiana,2025,8,M08,August,2025-08-01,75.0
Indiana,2025,9,M09,September,2025-09-01,87.0
Indiana,2025,10,M10,October,2025-10-01,103.0
Indiana,2025,11,M11,November,2025-11-01,71.0
Indiana,2025,12,M12,December,2025-12-01,89.0
Iowa,2022,1,M01,January,2022-01-01,37.0
Iowa,2022,2,M02,February,2022-02-01,33.0
Iowa,2022,3,M03,March,2022-03-01,34.0
Iowa,2022,4,M04,April,2022-04-01,49.0
Iowa,2022,5,M05,May,2022-05-01,47.0
Iowa,2022,6,M06,June,2022-06-01,41.0
Iowa,2022,7,M07,July,2022-07-01,44.0
Iowa,2022,8,M08,August,2022-08-01,56.0
Iowa,2022,9,M09,September,2022-09-01,46.0
Iowa,2022,10,M10,October,2022-10-01,46.0
Iowa,2022,11,M11,November,2022-11-01,38.0
Iowa,2022,12,M12,December,2022-12-01,35.0
Iowa,2023,1,M01,January,2023-01-01,37.0
Iowa,2023,2,M02,February,2023-02-01,33.0
Iowa,2023,3,M03,March,2023-03-01,32.0
Iowa,2023,4,M04,April,2023-04-01,35.0
Iowa,2023,5,M05,May,2023-05-01,41.0
Iowa,2023,6,M06,June,2023-06-01,36.0
Iowa,2023,7,M07,July,2023-07-01,41.0
Iowa,2023,8,M08,August,2023-08-01,55.0
Iowa,2023,9,M09,September,2023-09-01,34.0
Iowa,2023,10,M10,October,2023-10-01,36.0
Iowa,2023,11,M11,November,2023-11-01,35.0
Iowa,2023,12,M12,December,2023-12-01,27.0
Iowa,2024,1,M01,January,2024-01-01,32.0
Iowa,2024,2,M02,February,2024-02-01,25.0
Iowa,2024,3,M03,March,2024-03-01,30.0
Iowa,2024,4,M04,April,2024-04-01,30.0
Iowa,2024,5,M05,May,2024-05-01,35.0
Iowa,2024,6,M06,June,2024-06-01,35.0
Iowa,2024,7,M07,July,2024-07-01,37.0
Iowa,2024,8,M08,August,2024-08-01,43.0
Iowa,2024,9,M09,September,2024-09-01,35.0
Iowa,2024,10,M10,October,2024-10-01,30.0
Iowa,2024,11,M11,November,2024-11-01,28.0
Iowa,2024,12,M12,December,2024-12-01,29.0
Iowa,2025,1,M01,January,2025-01-01,32.0
Iowa,2025,2,M02,February,2025-02-01,23.0
Iowa,2025,3,M03,March,2025-03-01,34.0
Iowa,2025,4,M04,April,2025-04-01,30.0
Iowa,2025,5,M05,May,2025-05-01,34.0
Iowa,2025,6,M06,June,2025-06-01,37.0
Iowa,2025,7,M07,July,2025-07-01,42.0
Iowa,2025,8,M08,August,2025-08-01,42.0
Iowa,2025,9,M09,September,2025-09-01,34.0
Iowa,2025,10,M10,October,2025-10-01,30.0
Iowa,2025,11,M11,November,2025-11-01,31.0
Iowa,2025,12,M12,December,2025-12-01,40.0
Kansas,2022,1,M01,January,2022-01-01,33.0
Kansas,2022,2,M02,February,2022-02-01,27.0
Kansas,2022,3,M03,March,2022-03-01,33.0
Kansas,2022,4,M04,April,2022-04-01,40.0
Kansas,2022,5,M05,May,2022-05-01,39.0
Kansas,2022,6,M06,June,2022-06-01,44.0
Kansas,2022,7,M07,July,2022-07-01,51.0
Kansas,2022,8,M08,August,2022-08-01,43.0
Kansas,2022,9,M09,September,2022-09-01,38.0
Kansas,2022,10,M10,October,2022-10-01,37.0
Kansas,2022,11,M11,November,2022-11-01,32.0
Kansas,2022,12,M12,December,2022-12-01,30.0
Kansas,2023,1,M01,January,2023-01-01,33.0
Kansas,2023,2,M02,February,2023-02-01,27.0
Kansas,2023,3,M03,March,2023-03-01,33.0
Kansas,2023,4,M04,April,2023-04-01,33.0
Kansas,2023,5,M05,May,2023-05-01,39.0
Kansas,2023,6,M06,June,2023-06-01,43.0
Kansas,2023,7,M07,July,2023-07-01,37.0
Kansas,2023,8,M08,August,2023-08-01,49.0
Kansas,2023,9,M09,September,2023-09-01,33.0
Kansas,2023,10,M10,October,2023-10-01,24.0
Kansas,2023,11,M11,November,2023-11-01,29.0
Kansas,2023,12,M12,December,2023-12-01,23.0
Kansas,2024,1,M01,January,2024-01-01,31.0
Kansas,2024,2,M02,February,2024-02-01,21.0
Kansas,2024,3,M03,March,2024-03-01,31.0
Kansas,2024,4,M04,April,2024-04-01,34.0
Kansas,2024,5,M05,May,2024-05-01,37.0
Kansas,2024,6,M06,June,2024-06-01,32.0
Kansas,2024,7,M07,July,2024-07-01,31.0
Kansas,2024,8,M08,August,2024-08-01,43.0
Kansas,2024,9,M09,September,2024-09-01,27.0
Kansas,2024,10,M10,October,2024-10-01,29.0
Kansas,2024,11,M11,November,2024-11-01,22.0
Kansas,2024,12,M12,December,2024-12-01,21.0
Kansas,2025,1,M01,January,2025-01-01,32.0
Kansas,2025,2,M02,February,2025-02-01,23.0
Kansas,2025,3,M03,March,2025-03-01,32.0
Kansas,2025,4,M04,April,2025-04-01,31.0
Kansas,2025,5,M05,May,2025-05-01,33.0
Kansas,2025,6,M06,June,2025-06-01,37.0
Kansas,2025,7,M07,July,2025-07-01,31.0
Kansas,2025,8,M08,August,2025-08-01,34.0
Kansas,2025,9,M09,September,2025-09-01,30.0
Kansas,2025,10,M10,October,2025-10-01,30.0
Kansas,2025,11,M11,November,2025-11-01,30.0
Kansas,2025,12,M12,December,2025-12-01,31.0
Kentucky,2022,1,M01,January,2022-01-01,69.0
Kentucky,2022,2,M02,February,2022-02-01,56.0
Kentucky,2022,3,M03,March,2022-03-01,61.0
Kentucky,2022,4,M04,April,2022-04-01,71.0
Kentucky,2022,5,M05,May,2022-05-01,64.0
Kentucky,2022,6,M06,June,2022-06-01,76.0
Kentucky,2022,7,M07,July,2022-07-01,69.0
Kentucky,2022,8,M08,August,2022-08-01,85.0
Kentucky,2022,9,M09,September,2022-09-01,68.0
Kentucky,2022,10,M10,October,2022-10-01,55.0
Kentucky,2022,11,M11,November,2022-11-01,55.0
Kentucky,2022,12,M12,December,2022-12-01,58.0
Kentucky,2023,1,M01,January,2023-01-01,70.0
Kentucky,2023,2,M02,February,2023-02-01,55.0
Kentucky,2023,3,M03,March,2023-03-01,58.0
Kentucky,2023,4,M04,April,2023-04-01,58.0
Kentucky,2023,5,M05,May,2023-05-01,68.0
Kentucky,2023,6,M06,June,2023-06-01,66.0
Kentucky,2023,7,M07,July,2023-07-01,62.0
Kentucky,2023,8,M08,August,2023-08-01,69.0
Kentucky,2023,9,M09,September,2023-09-01,57.0
Kentucky,2023,10,M10,October,2023-10-01,49.0
Kentucky,2023,11,M11,November,2023-11-01,46.0
Kentucky,2023,12,M12,December,2023-12-01,37.0
Kentucky,2024,1,M01,January,2024-01-01,52.0
Kentucky,2024,2,M02,February,2024-02-01,40.0
Kentucky,2024,3,M03,March,2024-03-01,39.0
Kentucky,2024,4,M04,April,2024-04-01,49.0
Kentucky,2024,5,M05,May,2024-05-01,57.0
Kentucky,2024,6,M06,June,2024-06-01,55.0
Kentucky,2024,7,M07,July,2024-07-01,59.0
Kentucky,2024,8,M08,August,2024-08-01,46.0
Kentucky,2024,9,M09,September,2024-09-01,41.0
Kentucky,2024,10,M10,October,2024-10-01,48.0
Kentucky,2024,11,M11,November,2024-11-01,34.0
Kentucky,2024,12,M12,December,2024-12-01,34.0
Kentucky,2025,1,M01,January,2025-01-01,42.0
Kentucky,2025,2,M02,February,2025-02-01,38.0
Kentucky,2025,3,M03,March,2025-03-01,38.0
Kentucky,2025,4,M04,April,2025-04-01,41.0
Kentucky,2025,5,M05,May,2025-05-01,44.0
Kentucky,2025,6,M06,June,2025-06-01,46.0
Kentucky,2025,7,M07,July,2025-07-01,51.0
Kentucky,2025,8,M08,August,2025-08-01,45.0
Kentucky,2025,9,M09,September,2025-09-01,43.0
Kentucky,2025,10,M10,October,2025-10-01,39.0
Kentucky,2025,11,M11,November,2025-11-01,37.0
Kentucky,2025,12,M12,December,2025-12-01,35.0
Louisiana,2022,1,M01,January,2022-01-01,62.0
Louisiana,2022,2,M02,February,2022-02-01,51.0
Louisiana,2022,3,M03,March,2022-03-01,69.0
Louisiana,2022,4,M04,April,2022-04-01,65.0
Louisiana,2022,5,M05,May,2022-05-01,63.0
Louisiana,2022,6,M06,June,2022-06-01,69.0
Louisiana,2022,7,M07,July,2022-07-01,70.0
Louisiana,2022,8,M08,August,2022-08-01,76.0
Louisiana,2022,9,M09,September,2022-09-01,62.0
Louisiana,2022,10,M10,October,2022-10-01,61.0
Louisiana,2022,11,M11,November,2022-11-01,60.0
Louisiana,2022,12,M12,December,2022-12-01,58.0
Louisiana,2023,1,M01,January,2023-01-01,62.0
Louisiana,2023,2,M02,February,2023-02-01,61.0
Louisiana,2023,3,M03,March,2023-03-01,65.0
Louisiana,2023,4,M04,April,2023-04-01,62.0
Louisiana,2023,5,M05,May,2023-05-01,73.0
Louisiana,2023,6,M06,June,2023-06-01,69.0
Louisiana,2023,7,M07,July,2023-07-01,69.0
Louisiana,2023,8,M08,August,2023-08-01,81.0
Louisiana,2023,9,M09,September,2023-09-01,63.0
Louisiana,2023,10,M10,October,2023-10-01,50.0
Louisiana,2023,11,M11,November,2023-11-01,44.0
Louisiana,2023,12,M12,December,2023-12-01,44.0
Louisiana,2024,1,M01,January,2024-01-01,49.0
Louisiana,2024,2,M02,February,2024-02-01,45.0
Louisiana,2024,3,M03,March,2024-03-01,47.0
Louisiana,2024,4,M04,April,2024-04-01,52.0
Louisiana,2024,5,M05,May,2024-05-01,53.0
Louisiana,2024,6,M06,June,2024-06-01,63.0
Louisiana,2024,7,M07,July,2024-07-01,58.0
Louisiana,2024,8,M08,August,2024-08-01,47.0
Louisiana,2024,9,M09,September,2024-09-01,48.0
Louisiana,2024,10,M10,October,2024-10-01,48.0
Louisiana,2024,11,M11,November,2024-11-01,35.0
Louisiana,2024,12,M12,December,2024-12-01,40.0
Louisiana,2025,1,M01,January,2025-01-01,47.0
Louisiana,2025,2,M02,February,2025-02-01,48.0
Louisiana,2025,3,M03,March,2025-03-01,43.0
Louisiana,2025,4,M04,April,2025-04-01,42.0
Louisiana,2025,5,M05,May,2025-05-01,47.0
Louisiana,2025,6,M06,June,2025-06-01,50.0
Louisiana,2025,7,M07,July,2025-07-01,50.0
Louisiana,2025,8,M08,August,2025-08-01,55.0
Louisiana,2025,9,M09,September,2025-09-01,55.0
Louisiana,2025,10,M10,October,2025-10-01,41.0
Louisiana,2025,11,M11,November,2025-11-01,43.0
Louisiana,2025,12,M12,December,2025-12-01,47.0
Maine,2022,1,M01,January,2022-01-01,15.0
Maine,2022,2,M02,February,2022-02-01,13.0
Maine,2022,3,M03,March,2022-03-01,12.0
Maine,2022,4,M04,April,2022-04-01,16.0
Maine,2022,5,M05,May,2022-05-01,15.0
Maine,2022,6,M06,June,2022-06-01,19.0
Maine,2022,7,M07,July,2022-07-01,16.0
Maine,2022,8,M08,August,2022-08-01,21.0
Maine,2022,9,M09,September,2022-09-01,20.0
Maine,2022,10,M10,October,2022-10-01,18.0
Maine,2022,11,M11,November,2022-11-01,16.0
Maine,2022,12,M12,December,2022-12-01,14.0
Maine,2023,1,M01,January,2023-01-01,13.0
Maine,2023,2,M02,February,2023-02-01,12.0
Maine,2023,3,M03,March,2023-03-01,13.0
Maine,2023,4,M04,April,2023-04-01,18.0
Maine,2023,5,M05,May,2023-05-01,18.0
Maine,2023,6,M06,June,2023-06-01,13.0
Maine,2023,7,M07,July,2023-07-01,13.0
Maine,2023,8,M08,August,2023-08-01,14.0
Maine,2023,9,M09,September,2023-09-01,19.0
Maine,2023,10,M10,October,2023-10-01,19.0
Maine,2023,11,M11,November,2023-11-01,19.0
Maine,2023,12,M12,December,2023-12-01,12.0
Maine,2024,1,M01,January,2024-01-01,13.0
Maine,2024,2,M02,February,2024-02-01,10.0
Maine,2024,3,M03,March,2024-03-01,12.0
Maine,2024,4,M04,April,2024-04-01,14.0
Maine,2024,5,M05,May,2024-05-01,15.0
Maine,2024,6,M06,June,2024-06-01,12.0
Maine,2024,7,M07,July,2024-07-01,12.0
Maine,2024,8,M08,August,2024-08-01,19.0
Maine,2024,9,M09,September,2024-09-01,17.0
Maine,2024,10,M10,October,2024-10-01,10.0
Maine,2024,11,M11,November,2024-11-01,8.0
Maine,2024,12,M12,December,2024-12-01,10.0
Maine,2025,1,M01,January,2025-01-01,13.0
Maine,2025,2,M02,February,2025-02-01,10.0
Maine,2025,3,M03,March,2025-03-01,13.0
Maine,2025,4,M04,April,2025-04-01,14.0
Maine,2025,5,M05,May,2025-05-01,14.0
Maine,2025,6,M06,June,2025-06-01,13.0
Maine,2025,7,M07,July,2025-07-01,10.0
Maine,2025,8,M08,August,2025-08-01,17.0
Maine,2025,9,M09,September,2025-09-01,15.0
Maine,2025,10,M10,October,2025-10-01,11.0
Maine,2025,11,M11,November,2025-11-01,11.0
Maine,2025,12,M12,December,2025-12-01,12.0
Maryland,2022,1,M01,January,2022-01-01,87.0
Maryland,2022,2,M02,February,2022-02-01,56.0
Maryland,2022,3,M03,March,2022-03-01,69.0
Maryland,2022,4,M04,April,2022-04-01,74.0
Maryland,2022,5,M05,May,2022-05-01,62.0
Maryland,2022,6,M06,June,2022-06-01,84.0
Maryland,2022,7,M07,July,2022-07-01,77.0
Maryland,2022,8,M08,August,2022-08-01,97.0
Maryland,2022,9,M09,September,2022-09-01,84.0
Maryland,2022,10,M10,October,2022-10-01,83.0
Maryland,2022,11,M11,November,2022-11-01,72.0
